ATS,Location Code,Location Name,Latitude,Longitude,ATS System Code,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code,in_LCGMS,geometry,BAP Rating,Accessibility Description,BAP Full URL,accessibility_match_status
20K048,K048,P.S. 048 Mapleton,40.621481,-73.987165,20K048,332000010048.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",Jul 1 1915,Open,K048,6015 18 AVENUE,BROOKLYN,NY,11204.0,3055190001.0,24400.0,312.0,44.0,BK88,Borough Park,Colleen Hogan,Principal,718-232-3873,718-232-3451,20.0,20.0,K820,COMMUNITY SCHOOL DISTRICT 20,"PRETTO, DAVID",,,,,KFSS,True,POINT (-8236213.533 4956669.499499999),N/A,No Accessibility,TBD,Complete (Raw Backup)
14K050,K050,J.H.S. 050 John D. Wells,40.711915,-73.960137,14K050,331400010050.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1915,Open,K050,183 SOUTH 3 STREET,BROOKLYN,NY,11211.0,3024190001.0,52300.0,301.0,34.0,BK73,North Side-South Side,Benjamin Honoroff,Principal,718-387-4184,718-302-2320,14.0,14.0,K814,COMMUNITY SCHOOL DISTRICT 14,DAVID CINTRON,,,,,KFSN,True,POINT (-8233204.789799999 4969941.6074),N/A,No Accessibility,TBD,Complete (Raw Backup)
15K051,K051,M.S. 51 William Alexander,40.672358,-73.98505,15K051,331500010051.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1951,Open,K051,288 4 Street,Brooklyn,NY,11215.0,3009810111.0,13500.0,306.0,39.0,BK37,Park Slope-Gowanus,Pui lam Chan,Principal,718-369-7603,718-499-4948,15.0,15.0,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN,True,POINT (-8235978.0923 4964134.0013),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb6V_haPNWNHpYC_0Dui564B-YIjpCOw4SZLNeRV5fcIyA,Complete (Current)
22K052,K052,P.S. 052 Sheepshead Bay,40.588372,-73.940135,22K052,332200010052.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1950,Open,K052,2675 EAST 29 STREET,BROOKLYN,NY,11235.0,3074740001.0,60000.0,315.0,48.0,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Kristin Hurley,Principal,718-648-0882,718-648-4636,22.0,22.0,K822,COMMUNITY SCHOOL DISTRICT 22,JULIA BOVE,,,,,KFSS,True,POINT (-8230978.1774 4951814.912199996),N/A,No Accessibility,TBD,Complete (Raw Backup)
75K053,K053,P.S. K053,40.660805,-73.988743,75K053,307500013053.0,DOE,Special Education,K-12 all grades,"01,02,03,04,05,06,07,08,09,10,11,12,SE","09,10,11,12,SE",Jun 26 1989,Open,K088,544 7 Avenue,Brooklyn,NY,11215.0,3008800001.0,14700.0,307.0,38.0,BK32,Sunset Park West,HEATHER LEYKAM,Principal,718-832-3563,718-965-1734,15.0,75.0,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",,,,,D075,True,POINT (-8236389.1952 4962438.4846),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYSrSjjfJHVOmllBWGG_-JIB2sqthd7zjsLhhdjmCZw7xw,Complete (Current)
13K054,K054,P.S. 54 The Detective Rafael Ramos School,40.692616,-73.952504,13K054,331300010054.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1922,Open,K054,195 Sandford Street,Brooklyn,NY,11205.0,3017650015.0,24100.0,303.0,33.0,BK75,Bedford,Emma Pelaezvelazquez,Principal,718-834-6752,718-852-8129,13.0,13.0,K813,COMMUNITY SCHOOL DISTRICT 13,MEGHAN DUNN,,,,,KFSN,True,POINT (-8232355.088199999 4967107.772),2.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQQmrZTbx3RFmpbTswz4eMsBh_5GIQVfWhiR_JpOI8ZQxw,Complete (Current)
13K056,K056,P.S. 056 Lewis H. Latimer,40.684286,-73.960536,13K056,331300010056.0,DOE,General Academic,Elementary,"PK,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,K056,170 GATES AVENUE,BROOKLYN,NY,11238.0,3019830010.0,23100.0,302.0,35.0,BK69,Clinton Hill,Eric Grande,Principal,718-857-3149,718-783-7379,13.0,13.0,K813,COMMUNITY SCHOOL DISTRICT 13,MEGHAN DUNN,,,,,KFSN,True,POINT (-8233249.2063 4965884.861199997),5.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZGObMatBHxJsEGHqNSf96UBYEIqf2ZhNMA5X5g8dP6Zmg,Complete (Current)
16K057,K057,Whitelaw Reid Academy of Arts and Business,40.691467,-73.932254,16K057,331600010057.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1954,Open,K057,125 STUYVESANT AVENUE,BROOKLYN,NY,11221.0,3016160001.0,29100.0,303.0,36.0,BK35,Stuyvesant Heights,Charlena Morgan,Principal,718-574-2357,718-453-0577,16.0,16.0,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN,True,POINT (-8230100.8685 4966939.080499999),N/A,No Accessibility,TBD,Complete (Raw Backup)
15K058,K058,P.S. 058 The Carroll,40.680379,-73.995486,15K058,331500010058.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1957,Open,K058,330 SMITH STREET,BROOKLYN,NY,11231.0,3004490015.0,7700.0,306.0,39.0,BK33,Carroll Gardens-Columbia Street-Red Hook,Katherine Dellostritto,Principal,718-330-9322,718-596-2969,15.0,15.0,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN,True,POINT (-8237139.8225 4965311.335000001),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EVmz2w52CYlIqWD1WmymrMgB5WCeiRQ3FiwrZUd2dOIevA,Complete (Current)
14K059,K059,P.S. 059 The Dawn Best School,40.697619,-73.943279,14K059,331400010059.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1956,Open,K059,211 THROOP AVENUE,BROOKLYN,NY,11206.0,3017490001.0,28502.0,303.0,36.0,BK35,Stuyvesant Heights,Zejdi Ljumanoska,I.A. Principal,718-443-3600,718-574-6634,14.0,14.0,K814,COMMUNITY SCHOOL DISTRICT 14,DAVID CINTRON,,,,,KFSN,True,POINT (-8231328.165899999 4967842.325999998),N/A,No Accessibility,TBD,Complete (Raw Backup)
17K061,K061,M.S. 061 Dr. Gladstone H. Atwell,40.663605,-73.949198,17K061,331700010061.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1958,Open,K061,400 EMPIRE BOULEVARD,BROOKLYN,NY,11225.0,3013160015.0,32900.0,309.0,40.0,BK60,Prospect Lefferts Gardens-Wingate,Adriana Galvan,Principal,718-774-1002,718-467-4335,17.0,17.0,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS,True,POINT (-8231987.0659 4962849.385300003),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYpgYK6RjtRKuQaSTaiM__gBC3LvcPUQu0gjaGXwhj5jvA,Complete (Current)
20K062,K062,J.H.S. 062 Ditmas,40.638087,-73.971153,20K062,332000010062.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1957,Open,K062,700 Cortelyou Road,Brooklyn,NY,11218.0,3053910001.0,49000.0,312.0,40.0,BK41,Kensington-Ocean Parkway,Marielen Ciprianosantiag,Principal,718-941-5450,718-693-7433,20.0,20.0,K820,COMMUNITY SCHOOL DISTRICT 20,"PRETTO, DAVID",,,,,KFSS,True,POINT (-8234431.0854 4959105.250299998),4.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb-wZ4wgn19PkNVgrzxOvBYBaV_sF3r_X8kpeZkZB8C4fw,Complete (Current)
19K065,K065,P.S. 065,40.686534,-73.878353,19K065,331900010065.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1873,Open,K798,696 JAMAICA AVENUE,BROOKLYN,NY,11208.0,3041020019.0,117601.0,305.0,37.0,BK83,Cypress Hills-City Line,Ilana Mandel,Principal,718-235-2223,718-235-2033,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8224100.636600001 4966214.8706),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdUEHx9RtRlPpJBCPm8qOzQBo1Kf0qQFYh7eLgT3_NEDNA,Complete (Current)
18K066,K066,P.S. 66,40.648749,-73.907064,18K066,331800010066.0,DOE,General Academic,K-8,"PK,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,K066,845 EAST 96 STREET,BROOKLYN,NY,11236.0,3081290060.0,97000.0,318.0,42.0,BK50,Canarsie,KRYSTLE CHARLEMAGNE,Principal,718-922-3505,718-922-3105,18.0,18.0,K818,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,,,,,KFSS,True,POINT (-8227296.7305 4960669.4608),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUe1Ki0WRf1MgLdSNF4cKZ8BPL8MLN1K45m0rPOze5haAA,Complete (Current)
13K067,K067,P.S. 067 Charles A. Dorsey,40.695339,-73.977674,13K067,331300010067.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1923,Open,K067,51 SAINT EDWARDS STREET,BROOKLYN,NY,11205.0,3020390002.0,2901.0,302.0,35.0,BK68,Fort Greene,Kyesha Jackson,Principal,718-834-6756,718-834-6719,13.0,13.0,K813,COMMUNITY SCHOOL DISTRICT 13,MEGHAN DUNN,,,,,KFSN,True,POINT (-8235156.9998 4967507.5634),N/A,No Accessibility,TBD,Complete (Raw Backup)
18K068,K068,I.S. 068 Isaac Bildersee,40.635388,-73.911215,18K068,331800010068.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1964,Open,K068,956 EAST 82 STREET,BROOKLYN,NY,11236.0,3080180001.0,95600.0,318.0,46.0,BK50,Canarsie,Merve Williams,Principal,718-241-4800,718-241-5582,18.0,18.0,K818,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,,,,,KFSS,True,POINT (-8227758.8177000005 4958709.3226),N/A,No Accessibility,TBD,Complete (Raw Backup)
20K069,K069,P.S. 69 Vincent D. Grippo School,40.632392,-74.009752,20K069,332000010069.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2002,Open,K069,6302 9TH AVENUE,BROOKLYN,NY,11220.0,3057350032.0,12000.0,310.0,38.0,BK34,Sunset Park East,JAYNEMARIE CAPETANAKIS,Principal,718-630-3899,718-630-3894,20.0,20.0,K820,COMMUNITY SCHOOL DISTRICT 20,"PRETTO, DAVID",,,,,KFSS,True,POINT (-8238727.906400001 4958269.845399998),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ESL-8dbpFllDgVpG88XGJoEBwPxdODSoVx03hlaq7zvfDg,Complete (Current)
14K071,K071,Juan Morel Campos Secondary School,40.703996,-73.953304,14K071,331400011071.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 1970,Open,K071,215 Heyward Street,Brooklyn,NY,11206.0,3022270001.0,52900.0,301.0,33.0,BK72,Williamsburg,Nichole Cicileo,Principal,718-302-7900,718-302-7979,14.0,14.0,K814,COMMUNITY SCHOOL DISTRICT 14,DAVID CINTRON,,,,,KFSN,True,POINT (-8232444.1438 4968778.694300003),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ET-lZQ8DOTlMlqFH5v_0_2IBmku0QWHqW6lIvQW53pFwnQ,Complete (Current)
32K075,K075,P.S. 075 Mayda Cortiella,40.693261,-73.921336,32K075,333200010075.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1908,Open,K075,95 GROVE STREET,BROOKLYN,NY,11221.0,3033140001.0,41900.0,304.0,34.0,BK78,Bushwick South,Deborah Augustin,Principal,718-574-0244,718-574-1051,32.0,32.0,K832,COMMUNITY SCHOOL DISTRICT 32,Arelis Parache,,,,,KFSN,True,POINT (-8228885.4823 4967202.469499998),N/A,No Accessibility,TBD,Complete (Raw Backup)
75K077,K077,P.S. K077,40.678809,-73.976648,75K077,307500013077.0,DOE,Special Education,K-12 all grades,"01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul 1 1999,Open,K902,62 PARK PLACE,BROOKLYN,NY,11217.0,3009410050.0,12902.0,306.0,39.0,BK37,Park Slope-Gowanus,Ebony Russell,Principal,718-789-1192,718-857-2667,13.0,75.0,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",,,,,D075,True,POINT (-8235042.786 4965080.876999997),N/A,No Accessibility,TBD,Complete (Raw Backup)
22K078,K078,J.H.S. 078 Roy H. Mann,40.620537,-73.912914,22K078,332200010078.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1964,Open,K078,1420 East 68 Street,Brooklyn,NY,11234.0,3083880002.0,69602.0,318.0,46.0,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Anthony Cusumano,Principal,718-763-4701,718-251-3439,22.0,22.0,K822,COMMUNITY SCHOOL DISTRICT 22,JULIA BOVE,,,,,KFSS,True,POINT (-8227947.9495 4956531.052699998),N/A,No Accessibility,TBD,Complete (Raw Backup)
16K081,K081,P.S. 081 Thaddeus Stevens,40.692866,-73.935123,16K081,331600010081.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,K081,990 DEKALB AVENUE,BROOKLYN,NY,11221.0,3016020019.0,28900.0,303.0,36.0,BK35,Stuyvesant Heights,Carmen Pinto,I.A. Principal,718-574-2365,718-919-9872,16.0,16.0,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN,True,POINT (-8230420.244100001 4967144.476300001),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ebf5mmDhs4hHvn3w7qqf9sUBQrGxi_dfZkvbujh3B7Gthw,Complete (Current)
14K084,K084,P.S. 084 Jose De Diego,40.715089,-73.963808,14K084,331400010084.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1969,Open,K084,250 Berry Street,Brooklyn,NY,11249.0,3023910001.0,55100.0,301.0,34.0,BK73,North Side-South Side,Sereida Rodriguez,Principal,718-384-8063,718-302-2313,14.0,14.0,K814,COMMUNITY SCHOOL DISTRICT 14,DAVID CINTRON,,,,,KFSN,True,POINT (-8233613.443700001 4970407.7513),2.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EY_p49TPRFZAvk6P0zO2SMEBJFJ5o3pOYo4ZcwvMUEY9wg,Complete (Current)
32K086,K086,P.S. 086 The Irvington,40.700595,-73.917804,32K086,333200010086.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1892,Open,K086,220 IRVING AVENUE,BROOKLYN,NY,11237.0,3032890027.0,43100.0,304.0,37.0,BK77,Bushwick North,Tina Moschella Andre,Principal,718-574-0252,718-919-1839,32.0,32.0,K832,COMMUNITY SCHOOL DISTRICT 32,Arelis Parache,,,,,KFSN,True,POINT (-8228492.3018 4968279.296499997),N/A,No Accessibility,TBD,Complete (Raw Backup)
15K088,K088,J.H.S. 088 Peter Rouget,40.660805,-73.988743,15K088,331500010088.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1967,Open,K088,544 7 Avenue,Brooklyn,NY,11215.0,3008800001.0,14700.0,307.0,38.0,BK32,Sunset Park West,AILENE MITCHELL,Principal,718-788-4482,718-768-0213,15.0,15.0,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN,True,POINT (-8236389.1952 4962438.4846),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYSrSjjfJHVOmllBWGG_-JIB2sqthd7zjsLhhdjmCZw7xw,Complete (Current)
19K089,K089,P.S. 089 Cypress Hills,40.677707,-73.886712,19K089,331900010089.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Sep 1 1997,Open,K814,265 WARWICK STREET,BROOKLYN,NY,11207.0,3039520047.0,117000.0,305.0,37.0,BK82,East New York,SARA SIDDAPPA,I.A. Principal,718-964-1180,718-964-1185,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8225031.156199999 4964919.1193),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETlU8tqJTYNMt1F7luwB81oBV24ke8L3IHnW9ZjKgXp64A,Complete (Current)
21K090,K090,P.S. 90 Edna Cohen School,40.578192,-73.980387,21K090,332100010090.0,DOE,General Academic,Elementary,"PK,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,K090,2840 WEST 12 STREET,BROOKLYN,NY,11224.0,3072660040.0,35000.0,313.0,47.0,BK23,West Brighton,GRETA HAWKINS,Principal,718-787-3333,718-787-3335,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8235459.009500001 4950322.759000003),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZmL5nAGI4hGsRdGravcmKsBVu8XIjZIFoJ0WtRtR2h2uQ,Complete (Current)
17K091,K091,P.S. 091 The Albany Avenue School,40.661806,-73.940707,17K091,331700010091.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",Jul 1 1904,Open,K091,532 ALBANY AVENUE,BROOKLYN,NY,11203.0,3047940026.0,80600.0,309.0,41.0,BK60,Prospect Lefferts Gardens-Wingate,Tessa Alleyne,Principal,718-756-0243,718-221-1316,17.0,17.0,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS,True,POINT (-8231041.8521 4962585.379600003),N/A,No Accessibility,TBD,Complete (Raw Backup)
17K092,K092,P.S. 092 Adrian Hegeman,40.656276,-73.95381,17K092,331700010092.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1906,Open,K092,601 PARKSIDE AVENUE,BROOKLYN,NY,11226.0,3050490055.0,80200.0,309.0,40.0,BK60,Prospect Lefferts Gardens-Wingate,John Samerson,Principal,718-462-2087,718-284-8289,17.0,17.0,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS,True,POINT (-8232500.4714 4961773.889300004),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ESrHQZEzuRdLhBTRxrJ3zzQBdakuGZ3Jv-eRAqhAjr6yUA,Complete (Current)
13K093,K093,P.S. 093 William H. Prescott,40.679079,-73.946381,13K093,331300010093.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1909,Open,K093,31 NEW YORK AVENUE,BROOKLYN,NY,11216.0,3018680007.0,24700.0,303.0,36.0,BK61,Crown Heights North,Michelle Robinson,Principal,718-604-7363,718-771-1369,13.0,13.0,K813,COMMUNITY SCHOOL DISTRICT 13,MEGHAN DUNN,,,,,KFSN,True,POINT (-8231673.4789 4965120.509499997),N/A,No Accessibility,TBD,Complete (Raw Backup)
15K094,K094,P.S. 094 The Henry Longfellow,40.64373,-74.008795,15K094,331500010094.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1908,Open,K094,5010 6 AVENUE,BROOKLYN,NY,11220.0,3007920026.0,9800.0,307.0,38.0,BK34,Sunset Park East,CRISTINA GONZALEZ,Acting Principal,718-435-6034,718-871-6251,15.0,15.0,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN,True,POINT (-8238621.3736000005 4959933.097599998),N/A,No Accessibility,TBD,Complete (Raw Backup)
21K095,K095,P.S. 095 The Gravesend,40.595996,-73.974664,21K095,332100010095.0,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,11,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1915,Open,K095,345 Van Sicklen Street,Brooklyn,NY,11223.0,3071230066.0,39800.0,315.0,47.0,BK26,Gravesend,Janet Ndzibah,Principal,718-449-5050,718-449-3047,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8234821.928099999 4952932.563600004),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETqlI64EMb9Ll90Fb2Pkzj8BD8t5I5XJTLveq_qRcWVgaw,Complete (Current)
21K096,K096,I.S. 096 Seth Low,40.608135,-73.984985,21K096,332100010096.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1929,Open,K096,99 AVENUE P,BROOKLYN,NY,11204.0,3065950033.0,43000.0,311.0,44.0,BK29,Bensonhurst East,CHRISTINA MONFASANI,Principal,718-236-1344,718-236-2397,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8235970.8565 4954712.3609),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EbvpaV3IHM9PnRdmr5LtUJsBdCmJVtdyU6UCsLbddw6rKA,Complete (Current)
21K097,K097,P.S. 97 The Highlawn,40.601191,-73.98557,21K097,332100010097.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1921,Open,K097,1855 Stillwell Avenue,Brooklyn,NY,11223.0,3066670024.0,40400.0,311.0,47.0,BK29,Bensonhurst East,Irina Cabello,Principal,718-627-7550,718-627-7555,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8236035.978499999 4953694.2051),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZ08NM08pYpFtLlY-bN-5dQBalcAGmRbGE5VXqZkgoV1uA,Complete (Current)
21K098,K098,I.S. 98 Bay Academy,40.583893,-73.954047,21K098,332100010098.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jun 20 1997,Open,K043,1401 EMMONS AVENUE,BROOKLYN,NY,11235.0,3087670026.0,60800.0,315.0,48.0,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,MARIA TIMO,Principal,718-891-9005,718-646-7250,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8232526.8541 4951158.3662),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ERne6IMy0AtIjcb9NtoTHPkBDjdRUGwEYd-d3KVdtPJ76Q,Complete (Current)
21K099,K099,P.S. 099 Isaac Asimov,40.621474,-73.966031,21K099,332100010099.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1914,Open,K099,1120 EAST 10 STREET,BROOKLYN,NY,11230.0,3065350011.0,45400.0,312.0,44.0,BK46,Ocean Parkway South,Hrysoula Niarhos,Principal,718-338-9201,718-951-0418,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8233860.9069 4956668.472900003),N/A,No Accessibility,TBD,Complete (Raw Backup)
21K100,K100,P.S. 100 The Coney Island School,40.577591,-73.97083,21K100,332100010100.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,K100,2951 WEST 3 STREET,BROOKLYN,NY,11224.0,3072810001.0,35602.0,313.0,48.0,BK23,West Brighton,Chiara Spagnolo,Principal,718-382-2760,718-382-2765,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8234395.1292 4950234.6734),N/A,No Accessibility,TBD,Complete (Raw Backup)
21K101,K101,P.S. 101 The Verrazano,40.597379,-73.991962,21K101,332100010101.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1927,Open,K101,8696 24 Avenue,Brooklyn,NY,11214.0,3068750032.0,30200.0,311.0,47.0,BK29,Bensonhurst East,GREGG KORROL,Principal,718-372-0221,718-372-1873,21.0,21.0,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",,,,,KFSS,True,POINT (-8236747.5326000005 4953135.320100002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcgqtcTODrNPik6aQbO62_QBvBwi_sGVbXjlibGC7W2t_Q,Complete (Current)
20K102,K102,P.S. 102 The Bayview,40.634318,-74.028758,20K102,332000010102.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1900,Open,K102,211 72 STREET,BROOKLYN,NY,11209.0,3058900001.0,6800.0,310.0,43.0,BK31,Bay Ridge,Cornelia Sichenze,Principal,718-748-7404,718-836-9265,20.0,20.0,K820,COMMUNITY SCHOOL DISTRICT 20,"PRETTO, DAVID",,,,,KFSS,True,POINT (-8240843.6446 4958552.364200003),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EW6CYgoXcxBCoZpdO7c_sAsBFQHyVCAc17OJ5C0tYa4zKw,Complete (Current)
20K104,K104,P.S./I.S. 104 The Fort Hamilton School,40.618077,-74.028492,20K104,332000010104.0,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1907,Open,K104,9115 5 AVENUE,BROOKLYN,NY,11209.0,3060880001.0,16000.0,310.0,43.0,BK31,Bay Ridge,Suzanne Gordon,I.A. Principal,718-836-4630,718-836-9412,20.0,20.0,K820,COMMUNITY SCHOOL DISTRICT 20,"PRETTO, DAVID",,,,,KFSS,True,POINT (-8240814.033600001 4956170.279100001),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb8K0TD47gNMt05q04M1kYMB3FnKnTBbUzP3bUPRr95d7w,Complete (Current)
