Geographical District Code,Borough,Building Code,Location Code,School DBN,Unnamed: 5,School Name,Grades Served,Pre-K,Address,Accessibility Description,BAP Rating
3,Manhattan,M490,M299,03M299,,The Maxine Greene HS for Imaginative Inquiry,High school,,122 Amsterdam Avenue,Partially Accessible,8 out of 10
3,Manhattan,M490,M307,03M307,,"Urban Assembly School for Media Studies, The",High school,,122 Amsterdam Avenue,Partially Accessible,8 out of 10
3,Manhattan,M490,M492,03M492,,"High School for Law, Advocacy and Community Justice",High school,,122 Amsterdam Avenue,Partially Accessible,8 out of 10
3,Manhattan,M490,M494,03M494,,High School of Arts and Technology,High school,,122 Amsterdam Avenue,Partially Accessible,8 out of 10
3,Manhattan,M490,M541,03M541,,Manhattan / Hunter Science High School,High school,,122 Amsterdam Avenue,Partially Accessible,8 out of 10
3,Manhattan,M490,M859,03M859,,Special Music School,K-12 all grades,,122 Amsterdam Avenue,Partially Accessible,8 out of 10
3,Manhattan,M506,M505,03M505,,Edward A. Reynolds West Side High School,High school,,140 West 102 Street,Fully Accessible,10 out of 10
3,Manhattan,M837,M291,03M291,,West End Secondary School,Secondary School,,227-243 West 61St Street,Fully Accessible,10 out of 10
3,Manhattan,M841,M811,75M811,,P.S. M811 - Mickey Mantle School,K-8,Yes,466 West End Avenue,Fully Accessible,9 out of 10
3,Manhattan,M932,M859,03M859,,Special Music School,K-12 all grades,,129 West  67 Street,Partially Accessible,6 out of 10
4,Manhattan,M007,M007,04M007,,P.S. 007 Samuel Stern,K-8,Yes,160 East 120 Street,Fully Accessible,9 out of 10
4,Manhattan,M050,M337,84M337,,NYC Autism Charter School East Harlem,Ungraded,,433 East 100 Street,Partially Accessible,1 out of 10
4,Manhattan,M050,M382,84M382,,DREAM Charter School,K-12 all grades,Yes,433 East 100 Street,Partially Accessible,1 out of 10
4,Manhattan,M050,M964,04M964,,Central Park East II,K-8,Yes,433 East 100 Street,Partially Accessible,1 out of 10
4,Manhattan,M083,M083,04M083,,P.S. 083 Luis Munoz Rivera,Elementary,Yes,219 East 109 Street,Fully Accessible,9 out of 10
4,Manhattan,M083,M182,04M182,,The Bilingual Bicultural School,Elementary,Yes,219 East 109 Street,Fully Accessible,9 out of 10
4,Manhattan,M101,M375,04M375,,Mosaic Preparatory Academy,Elementary,Yes,141 East 111 Street,Fully Accessible,9 out of 10
4,Manhattan,M101,M385,84M385,,Success Academy Charter School - Harlem 3,K-12 all grades,,141 East 111 Street,Fully Accessible,9 out of 10
4,Manhattan,M101,M811,75M811,,P.S. M811 - Mickey Mantle School,K-8,Yes,141 East 111 Street,Fully Accessible,9 out of 10
4,Manhattan,M107,M680,04M680,,"Heritage School, The",High school,,1680 Lexington Avenue,Partially Accessible,7 out of 10
4,Manhattan,M117,M012,04M012,,Tag Young Scholars,K-8,,240 East 109 Street,Partially Accessible,3 out of 10
4,Manhattan,M117,M138,75M138,,P.S. 138,K-12 all grades,Yes,240 East 109 Street,Partially Accessible,3 out of 10
4,Manhattan,M117,M372,04M372,,Esperanza Preparatory Academy ,Secondary School,,240 East 109 Street,Partially Accessible,3 out of 10
4,Manhattan,M146,M146,04M146,,P.S. 146 Ann M. Short,Elementary,Yes,421 East 106 Street,Partially Accessible,8 out of 10
4,Manhattan,M146,M169,75M169,,P.S. M169 - Robert F. Kennedy,K-12 all grades,,421 East 106 Street,Partially Accessible,8 out of 10
4,Manhattan,M435,M169,75M169,,P.S. M169 - Robert F. Kennedy,K-12 all grades,,260 Pleasant Avenue,Partially Accessible,7 out of 10
4,Manhattan,M435,M435,04M435,,Manhattan Center for Science and Mathematics,High school,,260 Pleasant Avenue,Partially Accessible,7 out of 10
4,Manhattan,M435,M825,04M825,,Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,,260 Pleasant Avenue,Partially Accessible,7 out of 10
4,Manhattan,M646,M310,04M310,,The Judith S. Kaye School,High school,,321 East  96 Street,Fully Accessible,9 out of 10
4,Manhattan,M895,M610,04M610,,Young Women's Leadership School,Secondary School,,105 East 106 Street,Fully Accessible,9 out of 10
5,Manhattan,M010,M499,05M499,,Frederick Douglass Academy,Secondary School,,2581 7Th Avenue,Partially Accessible,8 out of 10
5,Manhattan,M010,M811,75M811,,P.S. M811 - Mickey Mantle School,K-8,Yes,2581 7Th Avenue,Partially Accessible,8 out of 10
5,Manhattan,M030,M030,05M030,,P.S. 030 Hernandez/Hughes,Elementary,Yes,144-176 East 128 Street,Partially Accessible,4 out of 10
5,Manhattan,M030,M138,75M138,,P.S. 138,K-12 all grades,Yes,144-176 East 128 Street,Partially Accessible,4 out of 10
5,Manhattan,M030,M384,84M384,,Success Academy Charter School - Harlem 2,K-8,,144-176 East 128 Street,Partially Accessible,4 out of 10
5,Manhattan,M036,M036,05M036,,P.S. 036 Margaret Douglas,Elementary,Yes,123 Morningside Drive,Partially Accessible,3 out of 10
5,Manhattan,M079,M079,75M079,,P.S. M079 - Horan School,Secondary School,,55 East 120 Street,Partially Accessible,8 out of 10
5,Manhattan,M092,M092,05M092,,P.S. 092 Mary McLeod Bethune,Elementary,Yes,222 West 134 Street,Fully Accessible,9 out of 10
5,Manhattan,M092,M350,84M350,,Democracy Preparatory Charter School,Secondary School,,222 West 134 Street,Fully Accessible,9 out of 10
5,Manhattan,M092,M388,84M388,,St. HOPE Leadership Academy Charter School,Junior High-Intermediate-Middle,,222 West 134 Street,Fully Accessible,9 out of 10
5,Manhattan,M125,M125,05M125,,P.S. 125 Ralph Bunche,Elementary,Yes,433 West 123 Street,Partially Accessible,7 out of 10
5,Manhattan,M125,M362,05M362,,Columbia Secondary School,Secondary School,,433 West 123 Street,Partially Accessible,7 out of 10
5,Manhattan,M125,M726,84M726,,KIPP S.T.A.R. College Preparatory Charter School,K-12 all grades,,433 West 123 Street,Partially Accessible,7 out of 10
5,Manhattan,M175,M175,05M175,,P.S. 175 Henry H Garnet,Elementary,Yes,175 West 134 Street,Partially Accessible,3 out of 10
5,Manhattan,M175,M482,84M482,,Success Academy Charter School - Harlem 5,K-8,,175 West 134 Street,Partially Accessible,3 out of 10
5,Manhattan,M195,M336,84M336,,KIPP Infinity Charter School,K-12 all grades,,625 West 133 Street,Fully Accessible,9 out of 10
5,Manhattan,M195,M514,05M514,,New Design Middle School,Junior High-Intermediate-Middle,,625 West 133 Street,Fully Accessible,9 out of 10
5,Manhattan,M195,M726,84M726,,KIPP S.T.A.R. College Preparatory Charter School,K-12 all grades,,625 West 133 Street,Fully Accessible,9 out of 10
5,Manhattan,M200,M200,05M200,,P.S. 200- The James McCune Smith School,Elementary,Yes,2589 7 Avenue,Fully Accessible,9 out of 10
5,Manhattan,M200,M811,75M811,,P.S. M811 - Mickey Mantle School,K-8,Yes,2589 7 Avenue,Fully Accessible,9 out of 10
5,Manhattan,M223,M702,84M702,,Sisulu-Walker Charter School of Harlem,Elementary,,71-111 Convent Ave,Partially Accessible,1 out of 10
5,Manhattan,M501,M157,05M157,,The Urban Assembly School for Global Commerce,High school,,2005 Madison Avenue,Fully Accessible,9 out of 10
5,Manhattan,M501,M481,84M481,,Democracy Preparatory Harlem Charter School,K-12 all grades,,2005 Madison Avenue,Fully Accessible,9 out of 10
5,Manhattan,M908,M284,84M284,,Harlem Children's Zone Promise Academy Charter School,K-12 all grades,,245 West 129Th Street,Fully Accessible,10 out of 10
5,Manhattan,M911,M285,05M285,,Harlem Renaissance High School,High school,,22 East 128 Street,Partially Accessible,1 out of 10
5,Manhattan,M970,M670,05M670,,Thurgood Marshall Academy for Learning and Social Change,Secondary School,,200-214 West 135Th Street,Fully Accessible,10 out of 10
6,Manhattan,M004,M004,06M004,,P.S. 004 Duke Ellington,Elementary,Yes,500 West 160 Street,Fully Accessible,10 out of 10
6,Manhattan,M005,M005,06M005,,P.S. 005 Ellen Lurie,Elementary,Yes,3703 Tenth Avenue,Fully Accessible,10 out of 10
6,Manhattan,M008,M008,06M008,,P.S. 008 Luis Belliard,Elementary,Yes,465 West 167 Street,Fully Accessible,10 out of 10
6,Manhattan,M048,M048,06M048,,P.S. 048 P.O. Michael J. Buczek,Elementary,Yes,4360-78 Broadway,Fully Accessible,10 out of 10
6,Manhattan,M048,M138,75M138,,P.S. 138,K-12 all grades,Yes,4360-78 Broadway,Fully Accessible,10 out of 10
6,Manhattan,M090,M068,84M068,,KIPP NYC Washington Heights Academy Charter School,K-12 all grades,,21 Jumel Place,Fully Accessible,10 out of 10
6,Manhattan,M090,M138,75M138,,P.S. 138,K-12 all grades,Yes,21 Jumel Place,Fully Accessible,10 out of 10
6,Manhattan,M090,M319,06M319,,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,,21 Jumel Place,Fully Accessible,10 out of 10
6,Manhattan,M090,M324,06M324,,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,,21 Jumel Place,Fully Accessible,10 out of 10
6,Manhattan,M093,M210,06M210,,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,K-8,Yes,501-503 West 152 Street,Fully Accessible,10 out of 10
6,Manhattan,M098,M098,06M098,,P.S. 098 Shorac Kappock,Elementary,Yes,512 West 212 Street,Fully Accessible,9 out of 10
6,Manhattan,M098,M373,84M373,,Zeta Charter Schools - Inwood,Elementary,Yes,512 West 212 Street,Fully Accessible,9 out of 10
6,Manhattan,M128,M128,06M128,,P.S. 128 Audubon,Elementary,Yes,560 West 169 Street,Partially Accessible,7 out of 10
6,Manhattan,M128,M513,06M513,,Castle Bridge School,Elementary,Yes,560 West 169 Street,Partially Accessible,7 out of 10
6,Manhattan,M143,M143,06M143,,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,,511 West 182Nd Street,Partially Accessible,7 out of 10
6,Manhattan,M143,M348,06M348,,Washington Heights Expeditionary Learning School,K-12 all grades,Yes,511 West 182Nd Street,Partially Accessible,7 out of 10
6,Manhattan,M152,M152,06M152,,P.S. 152 Dyckman Valley,Elementary,Yes,93 Nagle Avenue,Partially Accessible,8 out of 10
6,Manhattan,M153,M153,06M153,,P.S. 153 Adam Clayton Powell,Elementary,Yes,1750 Amsterdam Avenue,Partially Accessible,5 out of 10
6,Manhattan,M153,M368,06M368,,The William Lynch School,Elementary,Yes,1750 Amsterdam Avenue,Partially Accessible,5 out of 10
6,Manhattan,M173,M173,06M173,,P.S. 173,Elementary,Yes,306 Fort Washington Avenue,Partially Accessible,6 out of 10
6,Manhattan,M173,M349,06M349,,Harbor Heights,Junior High-Intermediate-Middle,,306 Fort Washington Avenue,Partially Accessible,6 out of 10
6,Manhattan,M176,M311,06M311,,Amistad Dual Language School,K-8,,4862 Broadway,Fully Accessible,10 out of 10
6,Manhattan,M176,M314,06M314,,Muscota,Elementary,,4862 Broadway,Fully Accessible,10 out of 10
6,Manhattan,M178,M178,06M178,,Professor Juan Bosch Public School,Elementary,,12-18 Ellwood Street,Fully Accessible,10 out of 10
6,Manhattan,M189,M138,75M138,,P.S. 138,K-12 all grades,Yes,2580 Amsterdam Avenue,Partially Accessible,6 out of 10
6,Manhattan,M189,M189,06M189,,P.S. 189,Elementary,Yes,2580 Amsterdam Avenue,Partially Accessible,6 out of 10
6,Manhattan,M218,M293,06M293,,City College Academy of the Arts,Secondary School,,4600 Broadway,Fully Accessible,9 out of 10
6,Manhattan,M218,M322,06M322,,Middle School 322,Junior High-Intermediate-Middle,,4600 Broadway,Fully Accessible,9 out of 10
6,Manhattan,M263,M366,06M366,,Washington Heights Academy,K-8,Yes,202 Sherman Ave,Fully Accessible,10 out of 10
6,Manhattan,M465,M462,06M462,,The College Academy,High school,,549 Audubon Avenue,Partially Accessible,7 out of 10
6,Manhattan,M465,M463,06M463,,High School for Media and Communications,High school,,549 Audubon Avenue,Partially Accessible,7 out of 10
6,Manhattan,M465,M467,06M467,,High School for Law and Public Service,High school,,549 Audubon Avenue,Partially Accessible,7 out of 10
6,Manhattan,M465,M468,06M468,,High School for Health Careers and Sciences,High school,,549 Audubon Avenue,Partially Accessible,7 out of 10
6,Manhattan,M528,M528,06M528,,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,,180 Wadsworth Avenue,Partially Accessible,7 out of 10
6,Manhattan,M540,M540,06M540,,A. Philip Randolph Campus High School,High school,,443 West 135 Street,Partially Accessible,6 out of 10
6,Manhattan,M812,M692,05M692,,"High School for Mathematics, Science and Engineering at City College",High school,,240 Convent Ave,Partially Accessible,4 out of 10
6,Manhattan,M814,M346,06M346,,Community Health Academy of the Heights,Secondary School,,504 West 158Th Street,Fully Accessible,10 out of 10
6,Manhattan,M876,M552,06M552,,Gregorio Luperon High School for Science and Mathematics,High school,,501 West 165Th Street,Fully Accessible,10 out of 10
6,Manhattan,M898,M018,06M018,,P.S. 018 Park Terrace,K-8,,4124 9 Avenue,Fully Accessible,9 out of 10
6,Manhattan,M918,M278,06M278,,Paula Hedbavny School,K-8,,421 W 219Th St,Fully Accessible,9 out of 10
24,Queens,Q005,Q005,24Q005,,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,,50-40 Jacobus Street,Fully Accessible,10 out of 10
24,Queens,Q005,Q009,75Q009,,P.S. 009,K-8,,50-40 Jacobus Street,Fully Accessible,10 out of 10
24,Queens,Q007,Q007,24Q007,,P.S. 007 Louis F. Simeone,Elementary,Yes,80-55 Cornish Avenue,Fully Accessible,10 out of 10
24,Queens,Q007,Q255,75Q255,,P.S. Q255,K-12 all grades,,80-55 Cornish Avenue,Fully Accessible,10 out of 10
24,Queens,Q012,Q012,24Q012,,P.S. 012 James B. Colgate,Elementary,,42-00 72 Street,Fully Accessible,9 out of 10
24,Queens,Q013,Q013,24Q013,,P.S. 013 Clement C. Moore,Elementary,Yes,55-01 94 Street,Fully Accessible,9 out of 10
24,Queens,Q014,Q014,24Q014,,P.S. 014 Fairview,Elementary,,107-01 Otis Avenue,Fully Accessible,9 out of 10
24,Queens,Q019,Q019,24Q019,,P.S. 019 Marino Jeantet,Elementary,Yes,98-02 Roosevelt Avenue,Fully Accessible,9 out of 10
24,Queens,Q028,Q028,24Q028,,P.S. 28 - The Thomas Emanuel Early Childhood Center,Early Childhood,Yes,109-10 47 Avenue,Fully Accessible,10 out of 10
24,Queens,Q049,Q049,24Q049,,P.S. 049 Dorothy Bonawit Kole,K-8,,63-60 80Th Street,Fully Accessible,9 out of 10
24,Queens,Q058,Q009,75Q009,,P.S. 009,K-8,,72-24 Grand Avenue,Fully Accessible,10 out of 10
24,Queens,Q058,Q058,24Q058,,P.S. 58 - The School of Heroes,Elementary,Yes,72-24 Grand Avenue,Fully Accessible,10 out of 10
24,Queens,Q061,Q061,24Q061,,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,,98-50 50 Avenue,Fully Accessible,9 out of 10
24,Queens,Q068,Q068,24Q068,,P.S. 068 Cambridge,Elementary,Yes,59-09 Saint Felix Avenue,Partially Accessible,8 out of 10
24,Queens,Q071,Q071,24Q071,,P.S. 071 Forest,Elementary,Yes,62-85 Forest Avenue,Partially Accessible,1 out of 10
24,Queens,Q073,Q073,24Q073,,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,,70-02 54 Avenue,Partially Accessible,5 out of 10
24,Queens,Q087,Q087,24Q087,,P.S./I.S. 087 Middle Village,K-8,Yes,67-54 80 Street,Fully Accessible,9 out of 10
24,Queens,Q088,Q088,24Q088,,P.S. 088 Seneca,Elementary,Yes,60-85 Catalpa Avenue,Partially Accessible,7 out of 10
24,Queens,Q089,Q089,24Q089,,P.S. 89Q: The Jose Peralta School of Dreamers,Elementary,,85-28 Britton Avenue,Fully Accessible,9 out of 10
24,Queens,Q091,Q091,24Q091,,P.S. 091 Richard Arkwright,Elementary,Yes,68-10 Central Ave,Fully Accessible,9 out of 10
24,Queens,Q093,Q075,75Q075,,Robert E. Peary School,K-8,Yes,66-56 Forest Avenue,Partially Accessible,5 out of 10
24,Queens,Q093,Q093,24Q093,,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,,66-56 Forest Avenue,Partially Accessible,5 out of 10
24,Queens,Q102,Q102,24Q102,,P.S. 102 Bayview,K-8,Yes,55-24 Van Horn Street,Fully Accessible,9 out of 10
24,Queens,Q113,Q113,24Q113,,P.S./I.S. 113 Anthony J. Pranzo,K-8,Yes,78-23 87Th Street,Fully Accessible,9 out of 10
24,Queens,Q119,Q119,24Q119,,P.S./I.S. 119 The Glendale,K-8,,74-01 78 Avenue,Fully Accessible,9 out of 10
24,Queens,Q125,Q125,24Q125,,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,,46-02 47 Avenue,Fully Accessible,9 out of 10
24,Queens,Q143,Q143,24Q143,,P.S. 143 Louis Armstrong,Elementary,Yes,34-74 113 Street,Fully Accessible,9 out of 10
24,Queens,Q153,Q153,24Q153,,P.S. 153 Maspeth Elem,Elementary,Yes,60-02 60 Lane,Fully Accessible,9 out of 10
24,Queens,Q199,Q199,24Q199,,P.S. 199 Maurice A. Fitzgerald,Elementary,Yes,39-20 48 Avenue,Fully Accessible,9 out of 10
24,Queens,Q229,Q229,24Q229,,P.S. 229 Emanuel Kaplan,Elementary,Yes,67-25 51 Road,Partially Accessible,5 out of 10
24,Queens,Q239,Q075,75Q075,,Robert E. Peary School,K-8,Yes,17-15 Weirfield Street,Fully Accessible,10 out of 10
24,Queens,Q239,Q239,24Q239,,P.S. 239,Elementary,Yes,17-15 Weirfield Street,Fully Accessible,10 out of 10
24,Queens,Q245,Q305,24Q305,,Learners and Leaders,Elementary,Yes,378 Seneca Avenue,Fully Accessible,10 out of 10
24,Queens,Q247,Q128,24Q128,,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",K-8,,69-10 65Th Drive,Fully Accessible,10 out of 10
24,Queens,Q247,Q255,75Q255,,P.S. Q255,K-12 all grades,,69-10 65Th Drive,Fully Accessible,10 out of 10
24,Queens,Q260,Q255,75Q255,,P.S. Q255,K-12 all grades,,40-20 100Th Street,Fully Accessible,10 out of 10
24,Queens,Q260,Q307,24Q307,,Pioneer Academy,Elementary,Yes,40-20 100Th Street,Fully Accessible,10 out of 10
24,Queens,Q287,Q330,24Q330,,Helen M. Marshall School,Elementary,,110-08 Northern Boulevard,Fully Accessible,10 out of 10
24,Queens,Q290,Q277,75Q277,,The Riverview School,K-12 all grades,,55-20 Metropolitan Avenue,Fully Accessible,10 out of 10
24,Queens,Q290,Q290,24Q290,,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,Elementary,Yes,55-20 Metropolitan Avenue,Fully Accessible,10 out of 10
24,Queens,Q298,Q211,24Q211,,Elm Tree Elementary School,Elementary,Yes,50-51 98Th Street,Fully Accessible,10 out of 10
24,Queens,Q311,Q277,75Q277,,The Riverview School,K-12 all grades,,98-11 44Th Avenue,Fully Accessible,10 out of 10
24,Queens,Q311,Q311,24Q311,,Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,,98-11 44Th Avenue,Fully Accessible,10 out of 10
24,Queens,Q313,Q343,24Q343,,The Children's Lab School,Elementary,,45-45 42Nd Street,Fully Accessible,10 out of 10
24,Queens,Q315,Q110,24Q110,,P.S. 110,Elementary,,43-18 97Th Place,Fully Accessible,10 out of 10
24,Queens,Q315,Q277,75Q277,,The Riverview School,K-12 all grades,,43-18 97Th Place,Fully Accessible,10 out of 10
24,Queens,Q419,Q277,75Q277,,The Riverview School,K-12 all grades,,111-10 Astoria Boulevard,Fully Accessible,10 out of 10
24,Queens,Q419,Q419,24Q419,,New 2021 D.24 MS in Building Q419,Junior High-Intermediate-Middle,,111-10 Astoria Boulevard,Fully Accessible,10 out of 10
24,Queens,Q485,Q277,75Q277,,The Riverview School,K-12 all grades,,21-27 Himrod Street,Partially Accessible,8 out of 10
24,Queens,Q485,Q485,24Q485,,Grover Cleveland High School,High school,,21-27 Himrod Street,Partially Accessible,8 out of 10
24,Queens,Q520,Q520,24Q520,,Middle College High School at LaGuardia Community College,High school,,45-35 Van Dam Street,Fully Accessible,10 out of 10
24,Queens,Q520,Q530,24Q530,,International High School at LaGuardia Community College,High school,,45-35 Van Dam Street,Fully Accessible,10 out of 10
24,Queens,Q585,Q585,24Q585,,Maspeth High School,High school,,54-40 74Th Street,Fully Accessible,10 out of 10
24,Queens,Q585,Q721,75Q721,,John F. Kennedy Jr. School,High school,,54-40 74Th Street,Fully Accessible,10 out of 10
24,Queens,Q600,Q600,24Q600,,Queens Technical High School,High school,,37-02 47 Avenue,Fully Accessible,9 out of 10
24,Queens,Q610,Q610,24Q610,,Aviation Career & Technical Education High School,High school,,45-30 36 Street,Partially Accessible,6 out of 10
24,Queens,Q721,Q016,24Q016,,P.S. Q016 The Nancy DeBenedittis School,Elementary,,41-15 104 Street,Fully Accessible,10 out of 10
24,Queens,Q722,Q721,75Q721,,John F. Kennedy Jr. School,High school,,57-12 94 Street,Fully Accessible,10 out of 10
24,Queens,Q735,Q264,24Q264,,Academy of Finance and Enterprise,High school,,30-20 Thomson Avenue,Fully Accessible,10 out of 10
24,Queens,Q735,Q267,24Q267,,High School of Applied Communication,High school,,30-20 Thomson Avenue,Fully Accessible,10 out of 10
24,Queens,Q735,Q299,24Q299,,Bard High School Early College Queens,High school,,30-20 Thomson Avenue,Fully Accessible,10 out of 10
24,Queens,Q744,Q293,24Q293,,Civic Leadership Academy,High school,,45-10 94Th Street,Fully Accessible,10 out of 10
24,Queens,Q744,Q296,24Q296,,Pan American International High School,High school,,45-10 94Th Street,Fully Accessible,10 out of 10
24,Queens,Q744,Q744,24Q744,,VOYAGES Preparatory,High school,,45-10 94Th Street,Fully Accessible,10 out of 10
24,Queens,Q744,Q752,75Q752,,Queens Transition Center,High school,,45-10 94Th Street,Fully Accessible,10 out of 10
24,Queens,Q849,K556,32K556,,Bushwick Leaders High School for Academic Excellence,High school,,976 Seneca Avenue,Fully Accessible,9 out of 10
24,Queens,Q849,Q077,24Q077,,Joseph F. Quinn Intermediate School 77,Junior High-Intermediate-Middle,,976 Seneca Avenue,Fully Accessible,9 out of 10
24,Queens,Q891,Q560,24Q560,,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Secondary School,,47-07 30Th Place,Fully Accessible,10 out of 10
25,Queens,Q020,Q020,25Q020,,P.S. 020 John Bowne,Elementary,Yes,142-30 Barclay Avenue,Fully Accessible,9 out of 10
25,Queens,Q021,Q021,25Q021,,P.S. 021 Edward Hart,Elementary,Yes,147-36 26 Avenue,Fully Accessible,9 out of 10
25,Queens,Q024,Q024,25Q024,,P.S. 024 Andrew Jackson,Elementary,Yes,141-11 Holly Avenue,Partially Accessible,8 out of 10
25,Queens,Q025,Q025,25Q025,,I.S. 025 Adrien Block,Junior High-Intermediate-Middle,,34-65 192 Street,Fully Accessible,9 out of 10
25,Queens,Q025,Q233,75Q233,,P.S. Q233,K-12 all grades,,34-65 192 Street,Fully Accessible,9 out of 10
25,Queens,Q025,Q285,25Q285,,World Journalism Preparatory: A College Board School,Secondary School,,34-65 192 Street,Fully Accessible,9 out of 10
25,Queens,Q029,Q029,25Q029,,P.S. 029 Queens,Elementary,Yes,125-10 23 Avenue,Fully Accessible,9 out of 10
25,Queens,Q079,Q079,25Q079,,P.S. 079 Francis Lewis,Elementary,Yes,147-27 15 Drive,Partially Accessible,1 out of 10
25,Queens,Q107,Q107,25Q107,,P.S. 107 Thomas A Dooley,Elementary,Yes,167-02 45 Avenue,Fully Accessible,9 out of 10
25,Queens,Q120,Q120,25Q120,,P.S. 120 Queens,Elementary,Yes,58-01 136 Street,Partially Accessible,7 out of 10
25,Queens,Q129,Q129,25Q129,,P.S. 129 Patricia Larkin,Elementary,Yes,128-02 7 Avenue,Fully Accessible,9 out of 10
25,Queens,Q154,Q154,25Q154,,P.S. 154 Queens,Elementary,Yes,75-02 162 Street,Fully Accessible,9 out of 10
25,Queens,Q154,Q255,75Q255,,P.S. Q255,K-12 all grades,,75-02 162 Street,Fully Accessible,9 out of 10
25,Queens,Q163,Q163,25Q163,,P.S. 163 Flushing Heights,Elementary,Yes,159-01 59 Avenue,Fully Accessible,9 out of 10
25,Queens,Q165,Q165,25Q165,,P.S. 165 Edith K. Bergtraum,Elementary,Yes,70-35 150 Street,Partially Accessible,6 out of 10
25,Queens,Q168,Q250,25Q250,,I.S. 250 The Robert F. Kennedy Community Middle School,Junior High-Intermediate-Middle,,158-40 76 Road,Fully Accessible,9 out of 10
25,Queens,Q168,Q252,25Q252,,"Queens School of Inquiry, The",Secondary School,,158-40 76 Road,Fully Accessible,9 out of 10
25,Queens,Q168,Q255,75Q255,,P.S. Q255,K-12 all grades,,158-40 76 Road,Fully Accessible,9 out of 10
25,Queens,Q185,Q185,25Q185,,J.H.S. 185 Edward Bleeker,Junior High-Intermediate-Middle,,147-26 25 Drive,Partially Accessible,4 out of 10
25,Queens,Q209,Q009,75Q009,,P.S. 009,K-8,,16-10 Utopia Parkway,Partially Accessible,1 out of 10
25,Queens,Q209,Q209,25Q209,,P.S. 209 Clearview Gardens,Elementary,Yes,16-10 Utopia Parkway,Partially Accessible,1 out of 10
25,Queens,Q237,Q237,25Q237,,I.S. 237,Junior High-Intermediate-Middle,,46-21 Colden Street,Partially Accessible,6 out of 10
25,Queens,Q237,Q281,25Q281,,East-West School of International Studies,Secondary School,,46-21 Colden Street,Partially Accessible,6 out of 10
25,Queens,Q242,Q242,25Q242,,P.S. 242 Leonard P. Stavisky Early Childhood School,Early Childhood,Yes,29-66 137 Street,Fully Accessible,10 out of 10
25,Queens,Q244,Q244,25Q244,,The Active Learning Elementary School,Early Childhood,Yes,137-20 Franklin Avenue,Fully Accessible,10 out of 10
25,Queens,Q336,Q379,25Q379,,College Point Collaborative,Junior High-Intermediate-Middle,,124-06 14 Avenue,Fully Accessible,9 out of 10
25,Queens,Q425,Q425,25Q425,,John Bowne High School,High school,,63-25 Main Street,Partially Accessible,7 out of 10
25,Queens,Q499,Q499,25Q499,,"The Queens College School for Math, Science and Technology",K-8,Yes,148-20 Reeves Avenue,Fully Accessible,10 out of 10
25,Queens,Q499,Q993,75Q993,,P.S. Q993,K-12 all grades,,148-20 Reeves Avenue,Fully Accessible,10 out of 10
25,Queens,Q515,Q255,75Q255,,P.S. Q255,K-12 all grades,,149-11 Melbourne Avenue,Fully Accessible,10 out of 10
25,Queens,Q515,Q525,25Q525,,Townsend Harris High School,High school,,149-11 Melbourne Avenue,Fully Accessible,10 out of 10
26,Queens,Q046,Q046,26Q046,,P.S. 046 Alley Pond,Elementary,Yes,64-45 218 Street,Partially Accessible,5 out of 10
26,Queens,Q067,Q067,26Q067,,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,,51-60 Marathon Parkway,Fully Accessible,9 out of 10
26,Queens,Q074,Q074,26Q074,,J.H.S. 074 Nathaniel Hawthorne,Junior High-Intermediate-Middle,,61-15 Oceania Street,Fully Accessible,9 out of 10
26,Queens,Q094,Q094,26Q094,,P.S. 094 David D. Porter,Elementary,Yes,41-77 Little Neck Parkway,Partially Accessible,1 out of 10
26,Queens,Q115,Q115,26Q115,,The James J. Ambrose School,Elementary,Yes,80-51 261 Street,Partially Accessible,4 out of 10
26,Queens,Q130,Q130,25Q130,,P.S. 130,Elementary,Yes,200-01 42 Avenue,Partially Accessible,4 out of 10
26,Queens,Q130,Q993,75Q993,,P.S. Q993,K-12 all grades,,200-01 42 Avenue,Partially Accessible,4 out of 10
26,Queens,Q158,Q158,26Q158,,M.S. 158 Marie Curie,Junior High-Intermediate-Middle,,46-35 Oceania Street,Partially Accessible,3 out of 10
26,Queens,Q172,Q172,26Q172,,Irwin Altman Middle School 172,Junior High-Intermediate-Middle,,81-14 257 Street,Partially Accessible,1 out of 10
26,Queens,Q177,Q177,75Q177,,P.S. Q177,K-12 all grades,,56-37 188 Street,Partially Accessible,4 out of 10
